,name,neighbourhood_cleansed,latitude,longitude,listing_url,number_of_reviews_ltm,review_scores_rating
2509,Comfort about 15 min from Downtown via Skytrain(A),Renfrew-Collingwood,49.24825,-123.04955,https://www.airbnb.com/rooms/37631161,0,5.0
2510,Bright and Beautiful Loft Space in Mount Pleasant!,Mount Pleasant,49.26721,-123.09803,https://www.airbnb.com/rooms/37633693,0,5.0
2511,Stay comfortably as you home during Summer Time,West Point Grey,49.26412,-123.20605,https://www.airbnb.com/rooms/37636926,0,5.0
2512,Comfort about 15 min from Downtown via Skytrain,Renfrew-Collingwood,49.24881,-123.04931,https://www.airbnb.com/rooms/37657963,0,5.0
2513,Large bedroom in Executive Penthouse,Downtown,49.27751,-123.11728,https://www.airbnb.com/rooms/37662511,0,
2514,5 Star LUX Apt + amazing VIEW + heart of Downtown,Downtown,49.2796,-123.12757,https://www.airbnb.com/rooms/37664644,21,4.67
2515,"Luxury PH, roof deck, gourmet kitchen, 5 min to DT",Mount Pleasant,49.26218,-123.09699,https://www.airbnb.com/rooms/37683730,3,5.0
2516,are you in need of a room,Marpole,49.21915,-123.12811,https://www.airbnb.com/rooms/37687267,0,
2517,Modern apartment in trendy Railtown!,Downtown Eastside,49.28308,-123.09345,https://www.airbnb.com/rooms/37690536,1,4.94
2518,"PRIVATE ROOM, NEAR ANY LANDMARK",Killarney,49.20621,-123.05634,https://www.airbnb.com/rooms/37715782,0,5.0
2519,D38 - Stunning 3 Bedroom in Shannon Mews,Kerrisdale,49.22077,-123.14264,https://www.airbnb.com/rooms/37721299,0,0.0
2520,Walking distance to bus station and shopping areas,Victoria-Fraserview,49.22252,-123.05907,https://www.airbnb.com/rooms/37742144,0,4.5
2521,"Cozy, Private room in Stylish Country Home by UBC",West Point Grey,49.26076,-123.21421,https://www.airbnb.com/rooms/37745127,0,5.0
2522,Mt Pleasant Cozy+Safe+Zen Condo!,Mount Pleasant,49.26443,-123.08758,https://www.airbnb.com/rooms/37746138,0,
2523,2BR Olympic Village Area | View of Science World,Mount Pleasant,49.27109,-123.10345,https://www.airbnb.com/rooms/37758409,6,5.0
2524,Mount Pleasant Retreat,Riley Park,49.25455,-123.09371,https://www.airbnb.com/rooms/37770091,9,4.82
2525,Cozy Penthouse Bedroom in Central East Van,Renfrew-Collingwood,49.26068,-123.05291,https://www.airbnb.com/rooms/37771902,0,5.0
2526,Vancouver City House -Close to YVR!Parking/Transit,Victoria-Fraserview,49.21163,-123.07048,https://www.airbnb.com/rooms/37776752,9,4.77
2527,2 bedroom house in quiet Mount Pleasant area,Riley Park,49.2543,-123.09456,https://www.airbnb.com/rooms/37779949,0,4.7
2528,Historic Luxury Gastown Loft-Close to everything!,Downtown Eastside,49.28171,-123.10433,https://www.airbnb.com/rooms/37780311,0,5.0
2529,"UBC,Millions$$ Home, Private Entrance,Top Floor",Shaughnessy,49.23537,-123.13749,https://www.airbnb.com/rooms/37802612,33,4.62
2530,"AWESOME VIEWS, BRIGHT 2 Bedrooms+ Parking+ROOFTOP",Downtown Eastside,49.27968,-123.10015,https://www.airbnb.com/rooms/37803333,10,4.96
2531,"2BD,UBC,Millions$$Home,Full Private,Ground Floor",Shaughnessy,49.23547,-123.135,https://www.airbnb.com/rooms/37803892,36,4.67
2532,Cozy Penthouse Bedroom,Renfrew-Collingwood,49.26126,-123.05489,https://www.airbnb.com/rooms/37804497,0,0.0
2533,10 Min. drive Beach and Downtown Basement Suite*,Shaughnessy,49.25068,-123.14696,https://www.airbnb.com/rooms/37807491,4,4.0
2534,Cedar Cottage Garden Suite easy access to downtown,Kensington-Cedar Cottage,49.25264,-123.07762,https://www.airbnb.com/rooms/37807603,15,4.88
2535,Stylish Gastown 1 Bed Haven Perfect for Two,Downtown Eastside,49.28132,-123.10828,https://www.airbnb.com/rooms/37811839,20,4.92
2536,"Perfect Comfortable Downtown Location, Sleeps 4!!!",Downtown,49.279,-123.12293,https://www.airbnb.com/rooms/37829235,15,4.8
2537,Amazing View in Historic Gastown,Downtown Eastside,49.28349,-123.10255,https://www.airbnb.com/rooms/37834598,0,3.67
2538,STYLISH Brand New House near Downtown Vancouver,Hastings-Sunrise,49.2809,-123.04899,https://www.airbnb.com/rooms/37843551,9,4.74
2539,Beautiful 2br home steps from Commercial Drive,Grandview-Woodland,49.27849,-123.0719,https://www.airbnb.com/rooms/37857888,0,0.0
2540,ROOM C &WALK TO BUS(UBC- 49 ST SKYTRAIN-METROTOWN),Victoria-Fraserview,49.2234,-123.05466,https://www.airbnb.com/rooms/37859386,0,4.69
2541,Vancouver View Suite 2 minuets from skytrain,South Cambie,49.24817,-123.12094,https://www.airbnb.com/rooms/37881123,7,4.68
2542,1 Bedroom with Private Bath in Downtown Vancouver,Downtown,49.27517,-123.11776,https://www.airbnb.com/rooms/37881980,0,4.0
2543,Downtown Vancouver Loft,Downtown,49.27683,-123.12705,https://www.airbnb.com/rooms/37882906,1,5.0
2544,"💎HiddenGem@trendy South Main,New✨Clean+Near All",Riley Park,49.24696,-123.10397,https://www.airbnb.com/rooms/37884820,0,5.0
2545,★Downtown/RogersArena★✓Parking ✓Pool ✓Hot-tub ✓Gym,Downtown,49.27907,-123.10951,https://www.airbnb.com/rooms/37887956,7,4.99
2546,2 BDRM Private Suite in Central Location Vancouver,Victoria-Fraserview,49.22594,-123.05937,https://www.airbnb.com/rooms/37903923,7,4.67
2547,New!! Professionally designed near Riley Park!,Riley Park,49.23534,-123.10049,https://www.airbnb.com/rooms/37904804,9,4.97
2548,Hello Hokusai💙 Artsy&Spacious 1+1BR & Self Entry!,Dunbar Southlands,49.23726,-123.18148,https://www.airbnb.com/rooms/37911026,1,4.65
2549,City Cottage Studio Bedroom -  30% OFF,Kensington-Cedar Cottage,49.25278,-123.08373,https://www.airbnb.com/rooms/37940015,23,4.78
2550,Spacious and Central 2BR Condo Near Skytrain,Renfrew-Collingwood,49.23946,-123.05332,https://www.airbnb.com/rooms/37947752,3,5.0
2551,ROOM B &WALK TO BUS (UBC-49 ST SKYTRAIN-METROTOWN),Victoria-Fraserview,49.22115,-123.05264,https://www.airbnb.com/rooms/37948851,0,4.81
2552,Cozy South Vancouver Studio,Sunset,49.21958,-123.09177,https://www.airbnb.com/rooms/37962482,0,
2553,CozyChic Central Location 1 bed Condo ❤️ |Gym/Wifi,Downtown,49.27832,-123.12114,https://www.airbnb.com/rooms/37962863,41,4.81
2554,Vancouver Yaletown 2 bedrooms city view,Downtown,49.27652,-123.12065,https://www.airbnb.com/rooms/37995760,0,
2555,Best Location and Fair Price,West End,49.28442,-123.13365,https://www.airbnb.com/rooms/38045142,0,4.6
2556,★ Modern Private Suite ★ | Close to Everything,Renfrew-Collingwood,49.25402,-123.04108,https://www.airbnb.com/rooms/38061672,28,4.74
2557,Beautiful LOFT in trendy YALETOWN! (New Listing),Downtown,49.27427,-123.12573,https://www.airbnb.com/rooms/38067381,0,
2558,"Modern suite, central to all areas of Vancouver",Kensington-Cedar Cottage,49.2428,-123.07416,https://www.airbnb.com/rooms/38067971,0,4.82
2559,City Oasis,Kensington-Cedar Cottage,49.24523,-123.06675,https://www.airbnb.com/rooms/38070832,0,
2560,Vlinderhof West- Entire 2 bedrooms and 2 bathrooms,Downtown,49.27857,-123.10558,https://www.airbnb.com/rooms/38078881,62,4.9
2561,"Clean, cosy and conveniently located!",Sunset,49.22598,-123.10482,https://www.airbnb.com/rooms/38093761,0,5.0
2562,Hip Commercial Drive -Exec 3 br 3bath,Grandview-Woodland,49.27319,-123.06933,https://www.airbnb.com/rooms/38094418,6,4.86
2563,Stylish Condo in Yaletown!,Downtown,49.27426,-123.12862,https://www.airbnb.com/rooms/38102991,0,
2564,Beautiful cosy private room,Victoria-Fraserview,49.20916,-123.06021,https://www.airbnb.com/rooms/38109692,0,5.0
2565,Luxury apartment and the best location !!!,Downtown,49.29291,-123.12956,https://www.airbnb.com/rooms/38120606,0,5.0
2566,Sanitized Secret Garden Suite,Kensington-Cedar Cottage,49.25319,-123.08629,https://www.airbnb.com/rooms/38131507,4,4.96
2567,Room in Downtown Vancouver Near the Beach,West End,49.29053,-123.13676,https://www.airbnb.com/rooms/38132171,0,4.83
2568,"Heart of Van. Easy parking, 7min walk to skytrain.",Oakridge,49.22418,-123.11636,https://www.airbnb.com/rooms/38153337,33,4.75
2569,Downtown Vancouver Studio - Professionally Cleaned,West End,49.28322,-123.13008,https://www.airbnb.com/rooms/38160401,64,4.81
2570,Cozy Apartment In Downtown Vancouver +Netflix,Downtown,49.27452,-123.12347,https://www.airbnb.com/rooms/38160464,0,3.5
2571,Well located Comfortable fully renovated  place!,Grandview-Woodland,49.28814,-123.06109,https://www.airbnb.com/rooms/38190828,0,
2572,Brand new apartment in beautiful East Vancouver,Hastings-Sunrise,49.28141,-123.04643,https://www.airbnb.com/rooms/38191572,0,5.0
2573,温西近UBC basement豪华宽敞两室一厅一卫,Dunbar Southlands,49.25385,-123.18847,https://www.airbnb.com/rooms/38192556,0,
2574,"New, Cozy, and Convenient Downtown Condo",Downtown,49.27812,-123.1284,https://www.airbnb.com/rooms/38194421,0,5.0
2575,2 bedroom 2 bathroom private patio,Kitsilano,49.26714,-123.17424,https://www.airbnb.com/rooms/38195284,1,4.67
2576,Boutique Basement Suite,Kensington-Cedar Cottage,49.24219,-123.06275,https://www.airbnb.com/rooms/38196003,0,5.0
2577,Quiet Kitsilano condo!! Steps to beach & 4th ave !,Kitsilano,49.27159,-123.16076,https://www.airbnb.com/rooms/38234381,4,5.0
2578,ComfySuite in Joyce&Kingsway Near Train/Restaurant,Renfrew-Collingwood,49.23529,-123.03426,https://www.airbnb.com/rooms/38242671,28,4.94
2579,Spacious New Modern Studio Near Oakridge &Airport,Oakridge,49.23119,-123.12707,https://www.airbnb.com/rooms/38243178,57,4.77
2580,Simple home close to UBC & Kitsilano,Dunbar Southlands,49.25695,-123.19311,https://www.airbnb.com/rooms/38248601,0,
2581,One short ride to downtown,Hastings-Sunrise,49.28167,-123.02455,https://www.airbnb.com/rooms/38263207,0,4.8
2582,Private suite near PNE,Hastings-Sunrise,49.27865,-123.02857,https://www.airbnb.com/rooms/38266089,0,4.88
2583,Vancouver quiet private room. Top floor,Renfrew-Collingwood,49.25579,-123.04316,https://www.airbnb.com/rooms/38266250,16,4.81
2584,MODERN & BEAUTIFUL HOME IN CENTRAL VANCOUVER,Kensington-Cedar Cottage,49.25139,-123.07425,https://www.airbnb.com/rooms/38295080,0,5.0
2585,New modern 2BR apartment located in East Village,Hastings-Sunrise,49.28141,-123.04643,https://www.airbnb.com/rooms/38300376,0,4.83
2586,Boutique Spacious Flat Historic VancouverChinatown,Downtown Eastside,49.28007,-123.10059,https://www.airbnb.com/rooms/38302312,0,
2587,Fairview Townhome | VGH,Fairview,49.2587,-123.13084,https://www.airbnb.com/rooms/38324966,0,5.0
2588,★ Central= 1 min to station + Gym/Pool + View ★,Downtown,49.27979,-123.1068,https://www.airbnb.com/rooms/38330474,19,4.73
2589,Fraserview Character Suite with Midcentury Charm!,Victoria-Fraserview,49.23147,-123.06708,https://www.airbnb.com/rooms/38331825,2,4.86
2590,Beautiful room in a great house near skytrain,Riley Park,49.24916,-123.11136,https://www.airbnb.com/rooms/38331917,1,5.0
2591,Single Cozy Room near downtown Vancouver,Hastings-Sunrise,49.28157,-123.02468,https://www.airbnb.com/rooms/38357280,0,5.0
2592,Chateau Marvelous❤️8min walk2 Skytrain+free Parking,Kensington-Cedar Cottage,49.25103,-123.06134,https://www.airbnb.com/rooms/38376044,0,4.96
2593,La Hacienda,Kitsilano,49.27277,-123.14962,https://www.airbnb.com/rooms/38376906,0,
2594,Vancouver downtown2 bedrooms 2 bathrooms apartment,Downtown,49.28162,-123.12332,https://www.airbnb.com/rooms/38438601,1,3.5
2595,温馨的家园,Kerrisdale,49.23304,-123.15374,https://www.airbnb.com/rooms/38487142,0,
2596,"Entire place 2beds in Kerrsidale, close to UBC",Arbutus Ridge,49.23532,-123.16411,https://www.airbnb.com/rooms/38488766,28,4.53
2597,Lovely Yaletown Studio,Downtown,49.27394,-123.12686,https://www.airbnb.com/rooms/38493255,10,4.38
2598,Vancouver's Best Neighborhood,Arbutus Ridge,49.23764,-123.16006,https://www.airbnb.com/rooms/38522586,3,5.0
2599,Serene 'Hummingbird Beach Sanctuary' w/ Sea View,Kitsilano,49.27234,-123.16501,https://www.airbnb.com/rooms/38573614,12,4.81
2600,Room In Trendy Apt 1 Min Walk To Main Street!,Downtown,49.27536,-123.10028,https://www.airbnb.com/rooms/38580124,0,4.38
2601,Loft adjacent to Yaletown,Downtown,49.27748,-123.1282,https://www.airbnb.com/rooms/38599344,2,5.0
2602,"Newly-remodelled, 1 bedroom with private entrance",Kensington-Cedar Cottage,49.25226,-123.07141,https://www.airbnb.com/rooms/38599663,39,4.84
2603,Heritage Home - Large private master bedroom,Kensington-Cedar Cottage,49.24774,-123.07952,https://www.airbnb.com/rooms/38641405,0,
2604,Mid century Commercial Drive bachelor,Grandview-Woodland,49.27197,-123.06618,https://www.airbnb.com/rooms/38648560,0,5.0
2605,Beautiful  Downtown Mountain & Ocean View Home,Downtown,49.28025,-123.10773,https://www.airbnb.com/rooms/38653046,69,4.92
2606,Yaletown Modern Townhome 2 Bedroom Sleeps 4-5,Downtown,49.27649,-123.12071,https://www.airbnb.com/rooms/38679230,8,5.0
2607,The Howe Downtown by COMFYSUITES,Downtown,49.28049,-123.12481,https://www.airbnb.com/rooms/38762538,1,5.0
2608,Kitsilano Beach Townhome,Kitsilano,49.27165,-123.16146,https://www.airbnb.com/rooms/38773005,0,
2609,Vancouver condo w/ spectacular view/Tasteful decor,Downtown Eastside,49.28167,-123.08239,https://www.airbnb.com/rooms/38781640,0,
2610,博士房,Dunbar Southlands,49.254913,-123.182648,https://www.airbnb.com/rooms/38785473,1,3.0
2611,Heritage home on 2 floors with panoramic views,Hastings-Sunrise,49.29053,-123.046,https://www.airbnb.com/rooms/38793741,0,5.0
2612,Right in the middle of Downtown Vancouver,Downtown,49.28149,-123.1238,https://www.airbnb.com/rooms/38804178,0,
2613,Unforgettable Ocean & Mountain Views Steps from DT,Downtown Eastside,49.28224,-123.08339,https://www.airbnb.com/rooms/38821207,47,4.8
2614,1  Bedroom Luxury Apartment at Robson & Richards,Downtown,49.28027,-123.11644,https://www.airbnb.com/rooms/38847417,1,5.0
2615,"Bright, Private Room in a Quiet Family Home",Riley Park,49.24029,-123.09964,https://www.airbnb.com/rooms/38871382,0,5.0
2616,Unique New York style Loft downtown van+ parking,Downtown,49.28029,-123.12281,https://www.airbnb.com/rooms/38872940,16,4.54
2617,Yellow Door Apartment,Grandview-Woodland,49.26615,-123.057,https://www.airbnb.com/rooms/38880792,16,5.0
2618,🌈West End 1 bedroom♦️Free parking ♦️English Bay,West End,49.28981,-123.13863,https://www.airbnb.com/rooms/38885972,45,4.85
2619,Gorgeous Centrally Located Apartment Suite,Downtown,49.27852,-123.12728,https://www.airbnb.com/rooms/38903582,0,4.78
2620,Main Street Neighbourhood,Riley Park,49.24383,-123.10034,https://www.airbnb.com/rooms/38910770,5,5.0
2621,Chic One Bedroom Condo in Downtown Yaletown,Downtown,49.2755,-123.12554,https://www.airbnb.com/rooms/38912419,0,
2622,Central Comfortable 3 Bedrooms 4 Queen sized Beds Suite near Skytrain,Renfrew-Collingwood,49.2611,-123.03897,https://www.airbnb.com/rooms/38925288,0,4.5
2623,"2brd ocean & city view downtown, +  wifi & Netflix",West End,49.28575,-123.13049,https://www.airbnb.com/rooms/38930556,0,5.0
2624,Cozy Modern move in ready.,Downtown,49.27589,-123.13115,https://www.airbnb.com/rooms/38952827,3,5.0
2625,SPECIAL OFFER ! Your Vancouver home for the month,Downtown,49.28788,-123.12576,https://www.airbnb.com/rooms/38973766,0,
2626,New Cozy & Beautiful Private Suite Near Skytrain,Renfrew-Collingwood,49.24011,-123.04379,https://www.airbnb.com/rooms/38977330,57,4.94
2627,"Cozy, quiet place very spacious room near Airport",Sunset,49.21214,-123.08285,https://www.airbnb.com/rooms/38996375,0,5.0
2628,"Stunning 2BR Condo , Gym+Pool, Amazing View!",Downtown,49.27866,-123.12038,https://www.airbnb.com/rooms/39038187,0,5.0
2629,Heritage home steps from the sea,Kitsilano,49.27163,-123.18186,https://www.airbnb.com/rooms/39050419,5,4.8
2630,Beach Side Condo,West End,49.28266,-123.14147,https://www.airbnb.com/rooms/39060190,0,
2631,Live like a local in historic Gastown!,Downtown Eastside,49.28159,-123.10414,https://www.airbnb.com/rooms/39064873,86,4.95
2632,Spacious Summer House in Central Vancouver,Kensington-Cedar Cottage,49.24918,-123.08086,https://www.airbnb.com/rooms/39079351,0,5.0
2633,"Central, quiet Vancouver home for your summer stay",Hastings-Sunrise,49.27511,-123.04992,https://www.airbnb.com/rooms/39084440,0,
2634,Cozy oasis in eclectic East Van,Grandview-Woodland,49.26911,-123.05964,https://www.airbnb.com/rooms/39090466,0,5.0
2635,Lovely and beautiful Home in DT of Mount Pleasant,Mount Pleasant,49.25751,-123.08918,https://www.airbnb.com/rooms/39091313,32,4.56
2636,Modern Yaletown 1 BDR+Coastline View+Den+Parking,Downtown,49.27498,-123.11787,https://www.airbnb.com/rooms/39094363,1,4.94
2637,The Shed on East Hastings Street,Hastings-Sunrise,49.28346,-123.04316,https://www.airbnb.com/rooms/39106874,0,
2638,Elegance and Incredible Views in City Centre,Downtown,49.28028,-123.12415,https://www.airbnb.com/rooms/39114405,7,4.96
2639,Cozy 2Bdrm Suite in Vancouver near UBC/DT/YVR,Dunbar Southlands,49.24246,-123.19607,https://www.airbnb.com/rooms/39116331,0,4.91
2640,2BR  Downtown Location/Parking/FantasticView/Pool⚡,Downtown,49.28,-123.10786,https://www.airbnb.com/rooms/39137527,22,4.9
2641,Calm Comfortable Urban Retreat,West Point Grey,49.26041,-123.19682,https://www.airbnb.com/rooms/39154015,15,4.97
2642,Brand New Luxury 2-Storey Coach House,Sunset,49.21436,-123.0963,https://www.airbnb.com/rooms/39155745,10,4.9
2643,Central downtown spot,Downtown,49.28177,-123.11722,https://www.airbnb.com/rooms/39156259,0,5.0
2644,"1200sqft 3br/2ba+Office, Pool, Gym, Views, Central",Downtown,49.27796,-123.10749,https://www.airbnb.com/rooms/39161774,18,4.82
2645,"Luxurious &large 2BDR+Den,3 level townhome+Parking",Marpole,49.21683,-123.1394,https://www.airbnb.com/rooms/39170517,0,5.0
2646,Cute Garden Suite in an Artist's House,Downtown Eastside,49.27722,-123.08003,https://www.airbnb.com/rooms/39172904,10,5.0
2647,Entire crash pad / guest suite with private entry,Kensington-Cedar Cottage,49.25003,-123.07296,https://www.airbnb.com/rooms/39173733,13,4.91
2648,Monthly - Luxury 1BR in Yaletown + free parking!,Downtown,49.27585,-123.11436,https://www.airbnb.com/rooms/39178893,0,4.94
2649,Cozy Convenient Home for Travellers,Oakridge,49.22796,-123.12585,https://www.airbnb.com/rooms/39183703,0,5.0
2650,Luxury condo in the heart of Downtown Vancouver,Downtown,49.27613,-123.11464,https://www.airbnb.com/rooms/39198285,1,4.69
2651,D75 - 2 Bdr with Outstanding views Downtown,Downtown,49.27758,-123.12938,https://www.airbnb.com/rooms/39201314,1,3.0
2652,The Nest,Killarney,49.22974,-123.03839,https://www.airbnb.com/rooms/39205913,0,5.0
2653,Heritage Strathcona Row House close to downtown!!,Downtown Eastside,49.28073,-123.08765,https://www.airbnb.com/rooms/39269360,0,
2654,Comfortable and spacious private room,Renfrew-Collingwood,49.25606,-123.04521,https://www.airbnb.com/rooms/39273818,12,4.6
2655,Chic designer condo in downtown Vancouver,Downtown,49.27893,-123.10833,https://www.airbnb.com/rooms/39277660,0,4.67
2656,"Waterfront View, Downtown, Skytrain, Convenient!",Downtown,49.27417,-123.11659,https://www.airbnb.com/rooms/39321923,6,4.83
2657,Historic Mid Century Loft Oasis in Prime Gastown,Downtown Eastside,49.28151,-123.10367,https://www.airbnb.com/rooms/39340389,5,4.95
2658,A Charming Guest Room in Mount Pleasant,Mount Pleasant,49.25877,-123.09008,https://www.airbnb.com/rooms/39368178,0,5.0
2659,Luxury Condo 1 Bedroom+Den in Yaletown Vancouver,Downtown,49.27459,-123.11455,https://www.airbnb.com/rooms/39390429,4,5.0
2660,Spacious 2 bedroom waterfront suite,Hastings-Sunrise,49.29296,-123.0508,https://www.airbnb.com/rooms/39401482,58,4.9
2661,Stylish Get AWAY,Arbutus Ridge,49.25671,-123.159,https://www.airbnb.com/rooms/39415495,0,
2662,Lovely & Cozy 1BD Basement Suite.,Kensington-Cedar Cottage,49.25009,-123.06371,https://www.airbnb.com/rooms/39421282,31,4.74
2663,Potter’s House in Arts District,Downtown Eastside,49.27835,-123.07844,https://www.airbnb.com/rooms/39424317,1,5.0
2664,1 bedroom in shared townhouse,Fairview,49.258,-123.1234,https://www.airbnb.com/rooms/39442065,5,4.38
2665,Central Location in Vancouver - Guest Suite 远方的家,Renfrew-Collingwood,49.23366,-123.03118,https://www.airbnb.com/rooms/39487783,0,4.62
2666,Private 1BR Guesthouse w/Fireplace🔥- 5 Mins to DT,Shaughnessy,49.24186,-123.13766,https://www.airbnb.com/rooms/39502864,14,5.0
2667,Absolutely Beautiful Loft Downtown,Downtown,49.28037,-123.12043,https://www.airbnb.com/rooms/39505373,40,4.81
2668,Chic Loft Sanctuary in the heart of Gastown,Downtown Eastside,49.28143,-123.10284,https://www.airbnb.com/rooms/39506843,5,4.93
2669,⭐Beautiful New 1 Bedroom Suite near Oakridge & DT,Kensington-Cedar Cottage,49.23407,-123.08319,https://www.airbnb.com/rooms/39511588,33,4.84
2670,Yaletown Studio Suite,Downtown,49.27661,-123.11664,https://www.airbnb.com/rooms/39512935,0,5.0
2671,Artist loft near main street skytrain and Downtown,Mount Pleasant,49.26744,-123.09784,https://www.airbnb.com/rooms/39535545,32,4.9
2672,Waterfront 2 beds 2 baths in Yaletown Marinaside,Downtown,49.27398,-123.11887,https://www.airbnb.com/rooms/39560367,1,4.0
2673,Beautiful bedroom in the heart of Kits.,Fairview,49.26696,-123.14075,https://www.airbnb.com/rooms/39578015,0,5.0
2674,"Beautiful, spacious two bedroom condo in Fairview",Fairview,49.25881,-123.13583,https://www.airbnb.com/rooms/39580672,4,4.85
2675,"Cozy, Private Room in a Quiet Family Home",Riley Park,49.24027,-123.10175,https://www.airbnb.com/rooms/39588544,6,5.0
2676,"Spacious, Sun loving Room, in a Safe Family Home",Riley Park,49.23838,-123.1017,https://www.airbnb.com/rooms/39589085,2,5.0
2677,Luxurious New 3-BR Basement of Vancouver West,Dunbar Southlands,49.25386,-123.18626,https://www.airbnb.com/rooms/39589470,38,4.57
2678,Beautiful 2br/2ba Close to Everything + Solariums,Downtown,49.28759,-123.12586,https://www.airbnb.com/rooms/39594457,1,5.0
2679,2BD Modern Condo in Downtown Vancouver!,Downtown,49.27727,-123.12768,https://www.airbnb.com/rooms/39604650,0,5.0
2680,Retro Sunset Home - Minutes to Airport and DT!,Sunset,49.21254,-123.09418,https://www.airbnb.com/rooms/39605521,1,4.25
2681,Modern 1BR+1Den w/Parking in DT Near False Creek,Downtown,49.27824,-123.10846,https://www.airbnb.com/rooms/39607292,14,4.95
2682,Vancouver private 2 bedrooms suite,Victoria-Fraserview,49.22158,-123.05063,https://www.airbnb.com/rooms/39613073,43,4.72
2683,LUXURY SUITES VANCOUVER,Killarney,49.23147,-123.02942,https://www.airbnb.com/rooms/39633379,1,4.5
2684,"Luxurious,  Designer  3 bedrooms Condo - Sleeps 8",Downtown,49.2783,-123.10743,https://www.airbnb.com/rooms/39703281,0,4.5
2685,UBC Shaughnessy Golf Course View House,Dunbar Southlands,49.23492,-123.20246,https://www.airbnb.com/rooms/39724489,2,4.5
2686,Livingroom Transformed into Cozy Bedroom Downtown,Downtown,49.27465,-123.11787,https://www.airbnb.com/rooms/39732733,0,5.0
2687,MODERN CENTRAL 1 BR CONVENIENT LOCATION SLPS 4,Downtown,49.28047,-123.12333,https://www.airbnb.com/rooms/39733287,32,4.83
2688,Luxury Penthouse w Billion Dollar Views,Fairview,49.2637,-123.1264,https://www.airbnb.com/rooms/39746838,13,4.9
2689,English Bay view DT private apt,Downtown,49.27816,-123.12889,https://www.airbnb.com/rooms/39750014,0,4.38
2690,BRAND NEW Furnished One Bedroom Laneway,South Cambie,49.25677,-123.11922,https://www.airbnb.com/rooms/39754302,0,
2691,"EPIC views, AMAZING Amenities,DT LOCATION,sleeps 8",Downtown,49.27969,-123.1076,https://www.airbnb.com/rooms/39775129,19,4.73
2692,"Spacious private room. close 2 UBC, parks, beach",West Point Grey,49.25891,-123.21385,https://www.airbnb.com/rooms/39783770,13,4.97
2693,Bright and Roomy stay in East Van,Kensington-Cedar Cottage,49.25791,-123.07458,https://www.airbnb.com/rooms/39794802,3,4.93
2694,Amazing & Luxurious 360 Ocean View Sub-Penthouse,Downtown,49.27652,-123.12941,https://www.airbnb.com/rooms/39844549,0,4.72
2695,CLEAN! Sunrise Guesthouse-Master Bedroom.,Hastings-Sunrise,49.26912,-123.03766,https://www.airbnb.com/rooms/39846941,0,5.0
2696,"3BR, 2 Bath in the heart of Downtown Vancouver",Downtown Eastside,49.2812,-123.10691,https://www.airbnb.com/rooms/39849788,23,4.78
2697,3BDR Brand New Modern Authentic Urban Home,Marpole,49.21652,-123.13924,https://www.airbnb.com/rooms/39868164,0,5.0
2698,Central Downtown Luxury Apartment Master Bedroom,Downtown,49.27649,-123.12942,https://www.airbnb.com/rooms/39869666,6,4.62
2699,"conveniently located , nice neighborhood",Hastings-Sunrise,49.28883,-123.04775,https://www.airbnb.com/rooms/39894314,0,5.0
2700,Stunning Vancouver Views,Downtown,49.27905,-123.10784,https://www.airbnb.com/rooms/39918900,0,4.87
2701,D14 - 2 Bedroom in Yaletown,Downtown,49.27583,-123.11578,https://www.airbnb.com/rooms/39919682,0,
2702,1 bedroom in 2bedroom apartment rental in Yaletwon,Downtown,49.27701,-123.12139,https://www.airbnb.com/rooms/39927054,2,4.0
2703,CLEAN!-Sunrise Guesthouse Room-#5 Male Only,Hastings-Sunrise,49.26989,-123.03717,https://www.airbnb.com/rooms/39954476,0,5.0
2704,Downtown Corner 1BR w/ View and Parking,Downtown,49.27783,-123.10622,https://www.airbnb.com/rooms/39955773,30,4.69
2705,D10 - 2 bedroom in Yaletown,Downtown,49.27578,-123.11512,https://www.airbnb.com/rooms/39966440,0,
2706,Short-term sublet of furnished one-bedroom unit,Fairview,49.26036,-123.13016,https://www.airbnb.com/rooms/39974740,0,
2707,“Pacific Spirit Park”  SAUNA new modern suite UBC,Dunbar Southlands,49.2347,-123.19752,https://www.airbnb.com/rooms/39974889,47,4.93
2708,Boho Beach Cottage in Point Grey / Kits,Kitsilano,49.26719,-123.18379,https://www.airbnb.com/rooms/39989517,0,3.67
2709,By The Beaches & Seawall Without Paying a Fortune,West End,49.28204,-123.13652,https://www.airbnb.com/rooms/39991541,18,5.0
2710,"Hip Cool Downtown Condo , Granville District",Downtown,49.27915,-123.12522,https://www.airbnb.com/rooms/39995253,39,4.87
2711,Little Room,West End,49.29094,-123.13579,https://www.airbnb.com/rooms/40008459,0,5.0
2712,Modern Vancouver special!,Renfrew-Collingwood,49.24702,-123.04149,https://www.airbnb.com/rooms/40011792,11,4.88
2713,"FANTASTIC VEIW & LOCATION , UNIQUE EXECUTIVE HOME!",Kitsilano,49.26955,-123.17629,https://www.airbnb.com/rooms/40013393,0,5.0
2714,"beautiful ocean and mountain view downtown Van,",West End,49.27991,-123.13471,https://www.airbnb.com/rooms/40034991,0,
2715,Bright Downtown Studio on a high floor with pool,Downtown,49.27555,-123.11554,https://www.airbnb.com/rooms/40041328,0,5.0
