id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1365609,AMAZING LOCATION 1BD CHARMING APT IN DOWNTOWN,7336501,Maha,,West End,49.27932,-123.12911,Entire home/apt,177,4,113,2021-09-06,2.31,1,126,12,21-156227
1378220,QUIET COZY SUNNY BR (ENSUITE) + ADJ STUDY IN HOUSE,7465731,Brian,,West Point Grey,49.26026,-123.20135,Entire home/apt,96,1,76,2020-09-13,1.47,2,289,7,21-157286
1398788,Stunning 1 Bedroom Laneway,7554741,Ruth,,Arbutus Ridge,49.23968,-123.16762,Entire home/apt,104,31,88,2019-11-29,0.88,1,330,3,
1399744,Luxury 2 BDR With Wrap Around Deck,7560143,Sandy,,Mount Pleasant,49.26964,-123.11064,Entire home/apt,450,30,10,2016-07-08,0.13,1,220,2,
1417881,Renovated Character Home - 3 Bdrm,7499193,Tracey,,Grandview-Woodland,49.26732,-123.06827,Entire home/apt,399,7,42,2020-11-01,0.46,2,262,1,21-163606
1466647,One Bedroom & Secured Underground Parking,7856227,Christian,,Downtown Eastside,49.28164,-123.11006,Entire home/apt,199,30,14,2019-06-05,0.17,1,90,0,18-646182
1502887,244 -2 BEDROOM. WATER VIEW! 6 MONTH EXTENDED STAY,600607,Bruce,,Downtown,49.29014,-123.12716,Entire home/apt,94,180,5,2018-12-01,0.05,46,193,0,
1507975,Modern new room with private entry!,51695,Natasha & Paolo,,Riley Park,49.24882,-123.09121,Private room,81,3,275,2021-09-16,4.36,2,268,23,21-156914
1525113,"114 Studio ""West of Denman""",600607,Bruce,,West End,49.29101,-123.14085,Entire home/apt,71,30,10,2014-07-27,0.25,46,85,2,
1623556,Private top floor on vibrant Main St,8633501,Robin,,Riley Park,49.25259,-123.09292,Entire home/apt,91,1,258,2021-08-25,3.31,1,157,30,21-156908
1629480,Garden Suite-Quiet/Private&Central,8660533,Tracy And Richard,,Riley Park,49.25225,-123.10756,Entire home/apt,85,30,132,2021-01-08,1.98,1,139,3,
1657214,"Amazing 2000sqft Downtown loft, 3 patios + Parking",8784861,Dianna,,Downtown Eastside,49.28167,-123.10984,Entire home/apt,250,90,5,2021-05-08,0.05,1,364,1,
1678734,"Bright, Modern Space on Beautiful Park",1896075,Jen & Jean,,Kensington-Cedar Cottage,49.253,-123.0657,Entire home/apt,125,3,61,2020-02-29,2.28,1,309,0,21-157565
1703616,Beautiful Kitsilano Apartment..,8993938,James And Jewel,,Kitsilano,49.26548,-123.14579,Entire home/apt,100,31,0,,,1,340,0,
1717967,2 Bedroom Garden Flat - Main Street,9057463,Mary,,Riley Park,49.24778,-123.09867,Entire home/apt,150,2,273,2020-09-02,2.92,1,132,17,21-156738
1733307,DT Ocean view with luxury amenities and parking,9131888,Cindy,,Downtown,49.27781,-123.10637,Entire home/apt,260,1,5,2021-09-30,5,1,362,5,21-270672
1736349,Master bedroom + private bathroom + secure parking,6120439,Kerry,,Kensington-Cedar Cottage,49.25349,-123.07603,Private room,100,3,101,2019-09-01,2.02,2,0,0,21-157195
1768817,SoMa Suite - Main Street Cool,9041076,Lynn,,Riley Park,49.24489,-123.10302,Entire home/apt,118,30,66,2019-12-30,0.85,1,114,0,20-154624
1820919,Film Industry loves this house! 5 min to VGH,7281178,Jodi,,Mount Pleasant,49.2585,-123.11479,Entire home/apt,240,2,37,2021-08-16,1.45,1,97,3,18-632419
1830733,Cozy Retreat - Strathcona,9575419,Elana & Claudio,,Downtown Eastside,49.27866,-123.08627,Entire home/apt,125,2,246,2021-10-24,2.83,4,61,6,21-157183
1850984,Main Street loft w/ rooftop patio and view!,1007186,Bryn,,Strathcona,49.26772,-123.0975,Entire home/apt,264,3,21,2018-02-26,0.32,1,2,2,20-197406
1869071,156 One Bedroom in Downtown at The Electra,600607,Bruce,,Downtown,49.28216,-123.12438,Entire home/apt,88,30,3,2018-09-13,0.04,46,35,0,
1898584,Tinseltown Apartment,9862171,John,,Downtown,49.27915,-123.10642,Entire home/apt,68,30,33,2016-05-04,0.35,1,189,3,
1932171,Commercial Drive Garden Suite,5026894,Lois,,Grandview-Woodland,49.26861,-123.06666,Entire home/apt,97,31,11,2018-08-28,0.17,1,0,0,
1936740,Luxury affordable monthly stay in 1 BR,5510458,Alison,,Shaughnessy,49.25646,-123.14563,Entire home/apt,70,30,1,2017-06-11,0.02,1,255,0,
1950844,Stylish and Modern 2Bed West End Suite!,1469405,Phil,,West End,49.28954,-123.13711,Entire home/apt,86,1,74,2021-10-26,3.02,1,310,24,20-142112
1961440,Yaletown 1 Br Condo Monthly Only,878531,Samy,,Downtown,49.27336,-123.12771,Entire home/apt,125,30,1,2019-01-31,0.03,1,55,0,Exempt
1970354,Family friendly & centrally located,10174262,Tiffany & Michael,,Kerrisdale,49.22651,-123.14179,Entire home/apt,129,2,110,2021-07-19,1.22,1,174,5,21-156826
1995592,"Charming ""Kitsilano Family Place""",10285482,Allan And Ellen,,Kitsilano,49.263252,-123.164825,Private room,110,2,279,2019-09-30,3.19,1,218,26,21-156320
2003897,GREAT SUITE w GARDEN PATIO!  CENTRALLY LOCATED!!,10317553,Rita,,Fairview,49.26263,-123.11627,Entire home/apt,120,120,3,2014-01-29,0.03,1,97,0,
2008047,Amazing View from a Modern Loft,7745079,Chad,,Strathcona,49.28519,-123.09872,Entire home/apt,160,30,53,2018-08-19,0.59,1,365,0,18-579472
2011559,Sunny family-friendly house in Kits,9372276,Rica,,Kitsilano,49.26057,-123.15881,Entire home/apt,575,5,32,2019-08-01,0.49,1,83,5,21185395
2017305,Experience Vancouver on the Drive!,10374538,David,,Grandview-Woodland,49.26411,-123.06803,Entire home/apt,189,30,49,2018-06-10,1.06,3,0,0,
2033952,Beautiful Kitsilano - Covid-19 Safe,557301,Tyler,,Kitsilano,49.26715,-123.15325,Entire home/apt,99,2,6,2020-09-09,0.27,1,0,0,20162988
2041582,"Kitsilano Point, VERY CLEAN, welcoming and bright",1728615,Francois,,Kitsilano,49.2753,-123.14721,Entire home/apt,115,30,241,2020-03-01,3.05,1,190,1,20-160763
2042431,Yaletown 1BD Condo @ Homer & Robson,9582918,Sandy,,Downtown,49.28005,-123.11659,Entire home/apt,139,30,130,2021-08-16,1.43,1,318,5,
2046259,2 bdrm in COMPLETLY RENOVATED HOME BY CANADA LINE,5233549,Joyce,,Riley Park,49.23573,-123.10819,Entire home/apt,219,1,7,2018-07-24,0.11,4,0,0,20-185023
2056676,Cozy Modern apartment in Yaletown,7338933,Sadiq,,Downtown,49.27393,-123.11599,Entire home/apt,110,30,90,2015-10-13,1.18,3,135,0,"#18-609683 for unit 2610 , #18-609676 for unit 1503"
2084273,Gorgeous New House Double Ensuite,7940236,Renee,,Renfrew-Collingwood,49.24976,-123.03547,Private room,75,31,43,2017-08-22,0.50,3,329,3,
2092610,A spacious modern apartment,1172047,Trevor,,Mount Pleasant,49.2655,-123.0969,Entire home/apt,130,30,35,2021-09-04,0.37,2,185,5,
2106364,Gorgeous New House Single Ensuite,7940236,Renee,,Renfrew-Collingwood,49.24958,-123.0359,Private room,65,31,22,2014-08-18,0.23,3,237,1,
2108899,good sized bedroom on second floor,10571680,Paolo,,Kitsilano,49.26933,-123.16177,Private room,58,31,8,2019-06-22,0.11,2,282,1,
2109035,small room with single bed by beach,10571680,Paolo,,Kitsilano,49.26791,-123.16117,Private room,43,31,6,2014-07-26,0.07,2,297,0,
2168943,South Granville 2 bedroom townhome,11065739,Catherine,,Fairview,49.25972,-123.14269,Entire home/apt,175,7,14,2015-06-29,0.21,1,0,0,19-162542
2183209,Kitsilano PENTHOUSE,11132986,Daniel,,Kitsilano,49.26597,-123.15633,Entire home/apt,120,30,130,2020-12-26,3.14,1,334,11,19-162396
2188113,5 star Luxury ShangriLa hotel condo,477297,Hanna & Michael,,West End,49.28514,-123.12275,Entire home/apt,300,30,36,2018-10-07,0.77,1,246,0,19-104984
2198419,Gorgeous home in Yaletown,11214436,Kate,,Downtown,49.2773,-123.12294,Entire home/apt,115,180,142,2016-08-27,1.70,1,358,0,
2209556,Central 1 bedrm Condo Downtown Van (min 30 days),5986485,Tania,,Downtown,49.2804,-123.10726,Entire home/apt,107,30,24,2015-09-21,0.31,1,0,0,
2216062,Bright Kitsilano Garden Apartment,11304608,Julie,,West Point Grey,49.26992,-123.18596,Entire home/apt,85,28,53,2021-03-29,0.81,1,10,4,21-156589
2273714,Charming Apartment just off Commercial Drive,1710238,Emily,,Grandview-Woodland,49.27228,-123.06946,Entire home/apt,150,3,43,2021-08-16,0.47,1,34,3,19-162755
2282114,The Perfect Place For Your Next Family Vacation,19916,Cathy + Tom,,Dunbar Southlands,49.23792,-123.18224,Entire home/apt,600,10,18,2020-02-02,0.26,1,288,0,21-156234
2299515,Yaletown Fully Furnished 17th Floor Condo,5268156,Allan,,Downtown,49.27955,-123.12392,Entire home/apt,125,30,95,2018-11-22,1.08,2,357,1,
2326272,Cozy garden sweet,11883405,Miss,,Dunbar Southlands,49.24285,-123.18636,Entire home/apt,204,30,1,2015-11-18,0.01,2,358,0,
2361393,Cozy Vancouver Suite near a park and transit,366483,Michelle,,Kensington-Cedar Cottage,49.239,-123.08606,Entire home/apt,93,45,125,2018-08-26,1.51,1,197,1,19-2210681
2365994,Gem Modern Apartment in Yaletown,12014048,Hayfa,,West End,49.28298,-123.12339,Entire home/apt,95,30,96,2019-07-31,1.29,1,8,0,18-609155
2446828,Big Orange House,9080044,Geoff,,Mount Pleasant,49.25701,-123.09179,Entire home/apt,143,2,273,2021-10-27,3.61,1,243,30,21-156697
2454353,Vancouver Quality Coach House,10997524,Mark & Fran,,Kensington-Cedar Cottage,49.23748,-123.08735,Entire home/apt,125,30,180,2018-09-18,2.00,1,0,0,
2468591,Monthly- Marinaside Ocean View Apartment -Yaletown,8999638,Sweet Home,,Downtown,49.27449,-123.11679,Entire home/apt,115,30,9,2017-06-09,0.12,1,122,0,19189051
2502137,New Edwardian home,7110433,Suzanna,,Mount Pleasant,49.25877,-123.08299,Entire home/apt,75,30,47,2020-01-04,0.61,1,189,0,19-224723
2576878,"Bright 1 bed suite, great location",4217281,Jennifer,,Fairview,49.25865,-123.12294,Entire home/apt,65,30,6,2021-02-05,0.07,3,160,2,
2592307,Ann's Place,13270979,Ann,,South Cambie,49.25222,-123.1186,Entire home/apt,112,2,559,2021-08-26,6.99,1,261,32,21-156740
2632171,Yvette's place,13480596,Yvette,,Hastings-Sunrise,49.2883,-123.04216,Private room,90,1,76,2020-02-16,1.26,3,365,14,21-157-273
2637519,Heritage Splendor Commercial Drive,13505875,Jordan,,Grandview-Woodland,49.27261,-123.0703,Entire home/apt,358,3,14,2017-01-29,0.15,2,1,0,19-266670
2644110,Modern 2 Level Loft in East Van,9060366,Marc,,Grandview-Woodland,49.28545,-123.06435,Entire home/apt,113,6,22,2016-07-26,0.24,1,0,0,18-603704
2653578,LOCATION!!! RENOVATED!!! SLEEPS 2-4!!,13584295,Breanna,,Downtown,49.28044,-123.12496,Entire home/apt,143,1,247,2021-10-16,5.48,1,39,71,21-156457
2658803,"266  -2 bedroom /sleeps 4 ""The Electra"" Downtown",600607,Bruce,,West End,49.28169,-123.12628,Entire home/apt,102,30,18,2021-08-01,0.20,46,44,2,
2669445,Laneway Home with a view,13664708,De,,West Point Grey,49.27109,-123.2088,Entire home/apt,70,30,10,2015-07-11,0.13,1,113,0,
2675179,Stroll to Granville Island from a Modern Kitsilano House,11742636,Adrianne,,Kitsilano,49.27512,-123.15131,Entire home/apt,564,30,93,2021-10-22,1.58,1,163,3,19-161283
2728122,"1 bedroom modern furnishing, cozy, & the view!",162896,Vanessa,,Kitsilano,49.26872,-123.15201,Entire home/apt,80,30,233,2021-04-09,3.06,2,9,17,21-157228
2730555,Explore Vancouver in a Beautiful Trendy Townhouse,7677061,Luca,,Mount Pleasant,49.26536,-123.09943,Entire home/apt,230,3,85,2021-09-28,2.09,1,81,24,21-156532
2764812,Your Alternative to a 5 Star Hotel.,63434,Jan,,Downtown,49.27992,-123.12658,Entire home/apt,260,3,101,2021-10-31,1.28,1,135,11,"18-549238, 19-160868"
2812038,Vancouver 2 bd trendy Main street,5213892,Sophia,,Mount Pleasant,49.25665,-123.10039,Entire home/apt,199,1,162,2021-08-29,5.29,1,23,14,20-116887
2831971,Stunning Vancouver 1 bed Victorian Heritage Home,14487993,Will,,Grandview-Woodland,49.27465,-123.0669,Entire home/apt,99,30,0,,,1,302,0,
2836478,"Water Views Downtown, Vancouver, BC",5517192,Fahrah,,Downtown,49.27293,-123.12547,Entire home/apt,132,90,3,2014-07-30,0.03,1,75,0,
2847310,Unique Loft in the Heart of Gastown,6576530,Jozi,,Downtown Eastside,49.28247,-123.10342,Entire home/apt,199,2,324,2021-10-07,3.73,1,290,31,21-156593
2876573,Breathtaking Mountain & Water Views,52926,Shohreh,,Downtown,49.28945,-123.12665,Entire home/apt,150,30,0,,,1,278,0,
2944104,Luxury Modern Apartment at Yaletown,7338933,Sadiq,,Downtown,49.27795,-123.11734,Entire home/apt,104,30,94,2019-10-28,1.51,3,217,2,
2958786,Funky Downtown Room in the West End,2796877,Sarah,,West End,49.29314,-123.13535,Private room,89,2,357,2020-03-13,4.59,1,3,17,21-156700
2966088,Beautiful 3 BR Fully Furnished Home,64891,David,,Kensington-Cedar Cottage,49.24897,-123.08258,Entire home/apt,209,30,49,2018-09-11,1.17,1,339,1,
2985232,Luxury Point Grey Home,15222656,Miriam,,West Point Grey,49.26338,-123.18966,Entire home/apt,225,7,6,2019-09-30,0.09,1,0,0,19-161561
2988185,105 GOOD VALUE 2 BEDROOM in Quiet Westend,600607,Bruce,,West End,49.28884,-123.13288,Entire home/apt,95,30,3,2020-09-14,0.07,46,75,0,
2988465,116 1 Bedrm + Office,600607,Bruce,,West End,49.28748,-123.1289,Entire home/apt,96,30,4,2020-04-02,0.12,46,5,0,
2997664,117 DOWNTOWN LIVING / 1 Bdrm W Georgia St,600607,Bruce,,Downtown,49.28814,-123.12629,Entire home/apt,93,30,2,2019-09-27,0.06,46,44,0,
3021408,"2 Bed Sunny, Point Grey Patio Suite",74460,Chris&Salma,,West Point Grey,49.26229,-123.20888,Entire home/apt,175,6,85,2020-10-16,1.14,1,4,6,21-156995
3040581,118 Executive suite at One Wall Centre 47th floor,600607,Bruce,,Downtown,49.281147,-123.125954,Entire home/apt,188,30,5,2021-09-25,0.08,46,310,2,
3040736,130 1 Bedroom Bright Corner Suite,600607,Bruce,,Downtown,49.2796,-123.12152,Entire home/apt,83,32,0,,,46,15,0,
3068198,Beautiful Apartment in Vancouver's Kitsilano,6810893,Jeremy,,Kitsilano,49.26682,-123.15312,Entire home/apt,119,4,1,2017-07-24,0.02,1,0,0,18-586044
3093219,Minutes to Jericho Beach & Downtown Vancouver,15731413,Heather,,Kitsilano,49.2669,-123.18107,Entire home/apt,425,2,15,2018-07-08,0.20,1,0,2,20-162050
3100878,STYLISH SUITE w/ Pool/Sauna/Hottub/Gym EXCELLENT $,13651030,Kirthi,,Downtown,49.27622,-123.12585,Entire home/apt,105,180,1,2019-09-02,0.04,1,65,0,
3102120,D2 - Upscale Stylish 1 BR,30899,Rami,,Downtown,49.28363,-123.11777,Entire home/apt,97,90,12,2015-06-29,0.18,40,195,0,
3124378,140 1 Bedroom with 180 degree view,600607,Bruce,,Downtown,49.27511,-123.12679,Entire home/apt,101,31,5,2018-10-14,0.08,46,0,0,
3130486,Beautiful Mount Pleasant Loft,15897416,Matthew,,Mount Pleasant,49.26731,-123.09774,Entire home/apt,206,3,87,2021-08-22,0.98,2,19,11,21-157213
3138351,Deluxe Minimalist Double Bedroom,4261957,Donna,,Renfrew-Collingwood,49.24187,-123.03668,Private room,50,30,38,2017-09-21,0.77,2,148,0,19-162399
3142563,"New suite in Kits, total privacy/spacious/quiet",10216651,Yi,,Kitsilano,49.26366,-123.18138,Entire home/apt,117,1,5,2021-10-31,5,2,51,5,21-246437
3158555,1BD Garden Suite in East Village,16027783,Andrea,,Hastings-Sunrise,49.2785,-123.05217,Entire home/apt,75,2,155,2019-12-14,2.44,1,180,22,21-157975
3158923,Family Friendly Accessible East Van Home,16029441,Annelie,,Grandview-Woodland,49.26802,-123.07374,Entire home/apt,146,2,0,,,1,0,0,20-203277
3168686,Beautiful Loft w/Balcony | New Reno | 2-levels,1522256,Natalia,,Downtown Eastside,49.2839,-123.10111,Entire home/apt,296,3,37,2021-10-14,0.58,2,26,10,21-156805
3177610,"A Luxurious Downtown Urban Oasis with Parking, Awaits You.",8696545,S,,Downtown,49.27914,-123.12016,Entire home/apt,300,30,21,2021-07-21,0.46,1,281,5,
3183304,Stylish Minimalist Double Bedroom,4261957,Donna,,Renfrew-Collingwood,49.24348,-123.03844,Private room,40,7,45,2019-06-05,0.58,2,140,0,21-156901
3215295,Cozy modern suite near Main St (min stay 30 days),15434388,Florence,,Riley Park,49.2498,-123.10378,Entire home/apt,100,30,45,2017-09-09,0.59,1,275,3,19245485
3230030,147 VIEW 1 Bedroom in Coal Harbour,600607,Bruce,,Downtown,49.28875,-123.12417,Entire home/apt,96,30,3,2017-09-15,0.05,46,21,0,
3230170,153 GREAT PRICE in West End,600607,Bruce,,West End,49.27865,-123.13613,Entire home/apt,80,30,9,2020-04-02,0.12,46,19,0,
3230315,161 1 Bedroom COAL HARBOUR SEAWALL,600607,Bruce,,Downtown,49.28886,-123.12616,Entire home/apt,94,30,1,2021-10-11,1,46,17,1,
3239463,Best Waterfront View in Vancouver! 2Br & Parking,16390493,Esperanza,,Downtown,49.27359,-123.10051,Entire home/apt,150,30,5,2015-08-09,0.06,1,12,0,
3240635,165 YALETOWN  VIEW / 1 BEDROOM + OFFICE,600607,Bruce,,Downtown,49.27515,-123.11625,Entire home/apt,85,30,4,2019-12-05,0.15,46,35,0,
3241017,Modern Downtown Park View Condo!,834713,Cory,,Downtown,49.2782,-123.10575,Entire home/apt,142,4,108,2021-10-31,1.21,1,7,2,19-162743
3248395,170 1 BED- VIEW SUITE!,600607,Bruce,,Downtown,49.28488,-123.11244,Entire home/apt,90,30,10,2018-02-01,0.30,46,39,1,
3248971,"175 Studio at ""The Lions""",600607,Bruce,,West End,49.28719,-123.12856,Entire home/apt,73,30,2,2021-03-02,0.06,46,25,1,
3258141,"Bright ocean view home, 1 block from beach",2805581,Alexandra,,Kitsilano,49.27197,-123.17999,Entire home/apt,457,7,5,2018-08-12,0.06,1,0,0,19-162490
3301115,199 1 Bedroom West of Denman,600607,Bruce,,West End,49.29225,-123.14202,Entire home/apt,82,365,0,,,46,310,0,
3302983,228 Studio West Georgia Street VIEW,600607,Bruce,,Downtown,49.29004,-123.12665,Entire home/apt,81,60,1,2018-05-20,0.02,46,8,0,
3309313,Level | Two Bedroom Suite | Luxe Amenities,2502595,Level Hotels & Furnished Suites,,Downtown,49.27899,-123.12156,Entire home/apt,385,30,2,2016-12-05,0.02,22,364,0,
3309584,Level | Studio | Modern Suite Downtown Vancouver,2502595,Level Hotels & Furnished Suites,,Downtown,49.27861,-123.12323,Entire home/apt,230,30,4,2020-09-20,0.04,22,364,0,
3311782,"Fantastic downtown 2BR 2BATH w/ parking, gym, pool",12618379,Ken,,Downtown,49.27963,-123.10874,Entire home/apt,220,2,113,2019-09-25,1.47,1,18,0,21-157555
3331054,studio apartment,16816923,Jamie,,Hastings-Sunrise,49.28488,-123.02993,Entire home/apt,73,28,85,2020-05-04,1.53,1,96,1,18-613159
3331694,Beach Home in the Sky - Pvt Bedroom & Washroom,1777294,Brian,,West End,49.28455,-123.14071,Private room,195,3,77,2019-09-21,1.19,1,0,0,18-563638 City of Vancouver
3351181,DT Private Room (Female Only),14359761,Aline,,Downtown,49.27604,-123.12549,Private room,100,90,36,2015-11-16,0.46,1,138,0,
3379799,Beautiful character Kitsilano home,1378713,Stephenie,,Kitsilano,49.26215,-123.1803,Entire home/apt,560,5,5,2019-08-05,0.06,1,0,0,19-213038
3379810,Great East Van home for Families!,17050589,Bethan,,Hastings-Sunrise,49.27402,-123.054,Entire home/apt,225,3,7,2015-07-09,0.08,1,0,0,19-276328
3401626,D47 - 2BR luxury suite downtown,30899,Rami,,Downtown,49.27642,-123.12746,Entire home/apt,125,90,4,2015-03-30,0.05,40,340,0,
3415750,Character Studio.Great DT location.,74245,Salim,,West End,49.28374,-123.12267,Entire home/apt,95,30,95,2021-10-07,1.88,1,203,4,
3425973,"KITS POINT, Bamboo Garden by the Sea",16643587,Isabella,,Kitsilano,49.27523,-123.1524,Entire home/apt,178,14,10,2020-01-04,0.16,1,52,0,18-614307
3430102,Stunning Vancouver Mountain Views,1574553,Michelle,,Renfrew-Collingwood,49.23322,-123.02764,Private room,50,4,4,2014-08-31,0.05,2,0,0,18-596029
3448674,Cozy and Classy Gastown Loft,7613678,Tammy,,Downtown Eastside,49.28365,-123.10431,Entire home/apt,142,3,116,2020-03-02,1.32,1,44,7,21-156449
3458717,"3 bedrooms, 3.5 bathrooms on 3 levels near beach",17432096,Jack,,Kitsilano,49.26867,-123.16656,Entire home/apt,304,2,54,2019-12-25,0.77,3,222,20,20-161031
3479638,EAST View- Steps to 29Ave SKYTRAIN Bright & Clean,653436,Pirike,,Renfrew-Collingwood,49.24559,-123.04974,Private room,40,30,22,2016-08-22,0.33,5,0,1,
3484837,2Br Suite Steps from Commercial Dr!,17548944,Allison,,Grandview-Woodland,49.26665,-123.06936,Entire home/apt,199,1,62,2019-09-22,0.79,1,362,0,18-611468
3534949,Upstairs in beautiful Pt Grey Vancouver,7465731,Brian,,Dunbar Southlands,49.25782,-123.20131,Private room,98,2,71,2021-09-09,0.93,2,282,9,19-163409
3563108,Strathcona Eclectic Modern Studio,17940097,Sue,,Downtown Eastside,49.27928,-123.07949,Private room,95,2,340,2020-03-29,4.42,1,262,24,21-156497
3594666,* Beautiful + Trendy 2 Bedroom Central Vancouver *,1200456,Nala,,Downtown,49.27656,-123.11813,Entire home/apt,463,30,12,2018-08-26,0.13,6,364,0,18 607863 AM
3629071,Private Garden Suite on the Drive,13871489,Doug & Herb,,Grandview-Woodland,49.27198,-123.0681,Entire home/apt,110,1,548,2021-10-06,6.93,1,258,59,21-156343
3638973,Park View. Spacious Bright @ 29Ave Skytrain,653436,Pirike,,Renfrew-Collingwood,49.24389,-123.0485,Private room,61,30,20,2017-04-11,0.23,5,179,2,
3677710,279 HARD TO FIND! 3 BEDROOM DOWNTOWN! 27TH FLOOR,600607,Bruce,,West End,49.28709,-123.12764,Entire home/apt,123,32,4,2018-10-04,0.10,46,0,0,
3678989,Kriszta's Lovely Little Hideaway,6602654,Kriszta,,Grandview-Woodland,49.27166,-123.06616,Entire home/apt,110,3,243,2021-09-22,3.23,1,243,25,21-184343
3679016,Charming Cozy Condo Commercial Dr Licence#20159722,18696230,Deborah,,Grandview-Woodland,49.27412,-123.07405,Entire home/apt,117,3,97,2019-09-02,1.51,1,0,0,19-161202
3698334,1 Block From The Ocean & Beach,162500,Maddy,,Kitsilano,49.27252,-123.15201,Private room,100,30,28,2018-08-02,0.37,1,0,0,
3704513,The Heart of Commercial Drive,6366260,Mary,,Grandview-Woodland,49.27055,-123.071,Private room,70,30,1,2014-08-18,0.01,2,340,0,
3742414,Luxurious New 2-BR Laneway House,18775596,Emily,,West Point Grey,49.26013,-123.1891,Entire home/apt,200,2,148,2020-01-01,1.82,1,111,0,21-156690
3766620,Large apt. with great Patio in Kits,5187640,Max,,Kitsilano,49.26268,-123.14881,Entire home/apt,180,7,32,2017-06-30,0.59,1,0,0,18-623007
3784311,"""Comfortable,  Relaxing Garden Level home 4 beds”",52118,Liliana,,Riley Park,49.2493,-123.10796,Private room,181,3,84,2021-09-06,1.04,2,328,15,21- 157102
3803319,Family home in Mount Pleasant,12242749,Julianne,,Mount Pleasant,49.25725,-123.08369,Entire home/apt,199,4,64,2020-01-01,0.85,1,0,1,20-159534
3811719,"135 ""The Pointe""  view",600607,Bruce,,Downtown,49.28873,-123.12582,Entire home/apt,73,31,1,2018-10-01,0.03,46,36,0,
3812348,"Cosy room near scenic park, pvt BR",16794128,Catherine,,Riley Park,49.2357,-123.10428,Private room,76,2,662,2020-03-08,7.70,1,0,0,21-156360
3857478,Downtown Vancouver No Car Required,19900361,Billingtons,,West End,49.2852,-123.13391,Entire home/apt,130,30,181,2019-12-17,2.36,1,114,2,18-601625
3859085,Perfect Find for Solo Traveler!,19854208,Helen,,Mount Pleasant,49.26037,-123.10503,Private room,83,3,357,2020-02-17,4.61,1,287,35,21-156710
3887660,Almond Park 2BR Suite - Perfect Kitsilano Location,20109712,Heather,,Kitsilano,49.25926,-123.18271,Entire home/apt,200,30,13,2019-06-30,0.21,1,0,0,
3888379,"Budget & Beautiful on ""The Drive"" + Gigabit Fiber",8691370,Alex,,Grandview-Woodland,49.26756,-123.06667,Entire home/apt,86,5,53,2021-10-11,0.69,1,73,8,21-252501
3902807,Exceptional Townhouse in Kitsilano,20209434,Melanie,,Kitsilano,49.2649,-123.16641,Entire home/apt,300,30,0,,,1,0,0,
3916321,Gastown 1 Bed with North Shore view,17822792,Rhiannon,,Downtown Eastside,49.28254,-123.1064,Entire home/apt,122,30,24,2020-12-05,0.27,1,283,3,
3971726,Best of Downtown-New 1Br&Parking,7078078,Carina,,Downtown,49.28169,-123.11802,Entire home/apt,98,30,214,2018-05-13,3.94,1,0,0,19-212763
3979710,Classic Kitsilano - Private Suite,20626616,Mark,,Kitsilano,49.26763,-123.16039,Entire home/apt,110,30,33,2018-09-25,0.46,4,243,0,
3994011,202-Deluxe Studio by Stanley Park,600607,Bruce,,West End,49.29236,-123.13936,Entire home/apt,75,31,10,2021-10-16,0.20,46,5,3,
4007351,Luxury Residence - Kitsilano - Best Neighborhood,20626616,Mark,,Kitsilano,49.26562,-123.16259,Entire home/apt,199,30,5,2018-07-27,0.06,4,272,0,
4016671,Modern Studio on Commercial Dr.,7499193,Tracey,,Grandview-Woodland,49.26645,-123.06893,Entire home/apt,119,4,281,2019-10-07,3.61,2,321,17,21-163606
4054111,"Super Spacious, Central Apartment with a Stylish Vibe.",504609,Mark,,Mount Pleasant,49.25886,-123.10898,Entire home/apt,250,2,169,2020-01-19,2.18,3,167,15,19-162823
4070759,"Spacious, Modern King 1BDR  2 Bath",504609,Mark,,Mount Pleasant,49.25869,-123.10753,Entire home/apt,199,2,43,2021-08-31,0.54,3,66,7,21-157078
4075378,"Relax, Enjoy and Stay @ MYPlace",21136663,Chris,,Downtown,49.27399,-123.12399,Entire home/apt,105,30,100,2019-04-30,1.41,1,357,2,
4104870,Vineyard Suite @ Grandview House,21294269,Robert,,Grandview-Woodland,49.27288,-123.06959,Entire home/apt,135,5,81,2019-06-03,1.22,3,124,2,19-257184
4118193,"VANCOUVER, CANADA; WORLDMARK VANCOUVER",85132,Sanford,,Downtown,49.28063,-123.12652,Entire home/apt,497,1,0,,,1,365,0,Exempt
4120301,D64 - 2 br downtown luxury suite,30899,Rami,,Downtown,49.27949,-123.10711,Entire home/apt,148,30,16,2017-08-10,0.19,40,302,0,18-606710
4137579,"Charming Suite In Historic Grandview Woodland""",5059240,Dorothy D.,,Grandview-Woodland,49.27585,-123.06803,Entire home/apt,161,3,92,2021-10-10,1.47,1,332,18,21-156822
4145030,Luxury Private room w/ Private Bath,1200456,Nala,,Killarney,49.22826,-123.03193,Private room,100,30,24,2019-07-06,0.31,6,365,1,18-607373
4224711,Mount Pleasant w/Mountain View,7004656,Emma,,Riley Park,49.24598,-123.09127,Entire home/apt,180,14,13,2016-08-10,0.17,1,65,0,21-215484
4244379,"CHIC DOWNTOWN w/ NESPRESSO, PARKING",81486161,Katie,,Downtown Eastside,49.28109,-123.10671,Entire home/apt,179,2,295,2021-10-24,4.72,1,252,39,21-221732
